CID,segment,country,city,state,zipcode,region,date
BM11785,Cons,United States,Houston,Texas,77036,C,7/15/2013
RC19825,Cons,United States,Pasadena,California,91104,W,6/21/2013
RC19825,Cons,United States,Pasadena,California,91104,W,6/21/2013
RC19825,Cons,United States,Pasadena,California,91104,W,6/21/2013
RC19825,Cons,United States,Pasadena,California,91104,W,6/21/2013
RC19825,Cons,United States,Pasadena,California,91104,W,6/21/2013
FM14380,Cons,United States,Lawrence,Massachusetts,1841,E,10/12/2013
FM14380,Cons,United States,Lawrence,Massachusetts,1841,E,10/12/2013
PK19075,Cons,United States,Columbus,Ohio,43229,E,2/10/2013
HG14965,Corp,United States,Los Angeles,California,90032,W,12/19/2013
HG14965,Corp,United States,Los Angeles,California,90032,W,12/19/2013
HG14965,Corp,United States,Los Angeles,California,90032,W,12/19/2013
HA14920,Cons,United States,Philadelphia,Pennsylvania,19120,E,11/12/2014
LW16825,Corp,United States,Deltona,FL,32725,S,1/7/2011
LW16825,Corp,United States,Deltona,FL,32725,S,1/7/2011
MC17575,Cons,United States,Cincinnati,Ohio,45231,E,4/2/2014
MC17575,Cons,United States,Cincinnati,Ohio,45231,E,4/2/2014
LP17095,Cons,United States,Murray,Kentucky,42071,S,4/3/2014
EB14170,Cons,United States,Wilmington,North Carolina,28403,S,10/10/2014
GZ14545,Corp,United States,Lawrence,Massachusetts,1841,E,3/10/2011
LE16810,Cons,United States,Chicago,Illinois,60653,C,5/27/2011
AD10180,Home,United States,Philadelphia,Pennsylvania,19120,E,6/14/2012
CP12085,Corp,United States,Norwich,Connecticut,6360,E,2/4/2013
FG14260,Home,United States,San Francisco,California,94110,W,10/16/2014
LD17005,Cons,United States,San Francisco,California,94109,W,5/24/2013
AB10255,Home,United States,Lorain,Ohio,44052,E,3/6/2014
AB10255,Home,United States,Lorain,Ohio,44052,E,3/6/2014
MN17935,Cons,United States,Dallas,Texas,75220,C,2/17/2011
MN17935,Cons,United States,Dallas,Texas,75220,C,2/17/2011
HP14815,Home,United States,Los Angeles,California,90049,W,6/5/2011
JR15670,Cons,United States,Middletown,Connecticut,6457,E,5/17/2013
JF15190,Cons,United States,Los Angeles,California,90008,W,3/4/2014
CM12115,Cons,United States,New York City,NY,10011,E,1/4/2014
CM12115,Cons,United States,New York City,NY,10011,E,1/4/2014
CM12115,Cons,United States,New York City,NY,10011,E,1/4/2014
AS10045,Corp,United States,Jacksonville,North Carolina,28540,S,3/1/2014
AS10045,Corp,United States,Jacksonville,North Carolina,28540,S,3/1/2014
AS10045,Corp,United States,Jacksonville,North Carolina,28540,S,3/1/2014
KB16315,Cons,United States,Freeport,NY,11520,E,1/6/2012
KB16315,Cons,United States,Freeport,NY,11520,E,1/6/2012
BN11515,Cons,United States,Lakeville,Minnesota,55044,C,3/17/2011
BN11515,Cons,United States,Lakeville,Minnesota,55044,C,3/17/2011
BN11515,Cons,United States,Lakeville,Minnesota,55044,C,3/17/2011
BN11515,Cons,United States,Lakeville,Minnesota,55044,C,3/17/2011
BN11515,Cons,United States,Lakeville,Minnesota,55044,C,3/17/2011
BP11290,Cons,United States,Evanston,Illinois,60201,C,3/10/2011
AS10045,Corp,United States,Arlington,Virginia,22204,S,1/4/2013
LW16990,Corp,United States,San Francisco,California,94109,W,5/5/2014
LW16990,Corp,United States,San Francisco,California,94109,W,5/5/2014
LW16990,Corp,United States,San Francisco,California,94109,W,5/5/2014
DC12850,Cons,United States,Houston,Texas,77036,C,5/7/2011
DC12850,Cons,United States,Houston,Texas,77036,C,5/7/2011
ND18370,Cons,United States,Louisville,Kentucky,40214,S,6/5/2013
LB16735,Cons,United States,Fort Worth,Texas,76106,C,4/27/2014
KT16465,Cons,United States,Los Angeles,California,90049,W,1/10/2011
HM14860,Corp,United States,Philadelphia,Pennsylvania,19120,E,10/20/2014
HM14860,Corp,United States,Philadelphia,Pennsylvania,19120,E,10/20/2014
HM14860,Corp,United States,Philadelphia,Pennsylvania,19120,E,10/20/2014
AB10600,Corp,United States,Tucson,AZ,85705,W,11/11/2014
AB10600,Corp,United States,Tucson,AZ,85705,W,11/11/2014
AB10600,Corp,United States,Tucson,AZ,85705,W,11/11/2014
AB10600,Corp,United States,Tucson,AZ,85705,W,11/11/2014
AB10600,Corp,United States,Tucson,AZ,85705,W,11/11/2014
SZ20035,Home,United States,Pico Rivera,California,90660,W,9/7/2014
JR15670,Cons,United States,Colorado Springs,Colorado,80906,W,12/24/2012
JR15670,Cons,United States,Colorado Springs,Colorado,80906,W,12/24/2012
MG17890,Home,United States,Clinton,MD,20735,E,3/13/2014
KM16720,Cons,United States,Vallejo,California,94591,W,1/4/2011
KM16720,Cons,United States,Vallejo,California,94591,W,1/4/2011
CA12265,Cons,United States,Provo,Utah,84604,W,9/14/2012
VD21670,Cons,United States,Pleasant Grove,Utah,84062,W,4/8/2011
VD21670,Cons,United States,Pleasant Grove,Utah,84062,W,4/8/2011
VD21670,Cons,United States,Pleasant Grove,Utah,84062,W,4/8/2011
VD21670,Cons,United States,Pleasant Grove,Utah,84062,W,4/8/2011
VD21670,Cons,United States,Pleasant Grove,Utah,84062,W,4/8/2011
VD21670,Cons,United States,Pleasant Grove,Utah,84062,W,4/8/2011
JK16120,Home,United States,Aurora,Illinois,60505,C,4/9/2013
PP18955,Home,United States,Smyrna,Georgia,30080,S,5/2/2013
PP18955,Home,United States,Smyrna,Georgia,30080,S,5/2/2013
PP18955,Home,United States,Smyrna,Georgia,30080,S,5/2/2013
PP18955,Home,United States,Smyrna,Georgia,30080,S,5/2/2013
PP18955,Home,United States,Smyrna,Georgia,30080,S,5/2/2013
PP18955,Home,United States,Smyrna,Georgia,30080,S,5/2/2013
PP18955,Home,United States,Smyrna,Georgia,30080,S,5/2/2013
PP18955,Home,United States,Smyrna,Georgia,30080,S,5/2/2013
PP18955,Home,United States,Smyrna,Georgia,30080,S,5/2/2013
PP18955,Home,United States,Smyrna,Georgia,30080,S,5/2/2013
PP18955,Home,United States,Smyrna,Georgia,30080,S,5/2/2013
YS21880,Corp,United States,Burlington,North Carolina,27217,S,4/7/2014
CK12760,Corp,United States,Aurora,Illinois,60505,C,10/10/2014
CK12760,Corp,United States,Aurora,Illinois,60505,C,10/10/2014
NC18340,Cons,United States,New York City,NY,10035,E,11/25/2013
NC18340,Cons,United States,New York City,NY,10035,E,11/25/2013
NC18340,Cons,United States,New York City,NY,10035,E,11/25/2013
NC18340,Cons,United States,New York City,NY,10035,E,11/25/2013
KM16375,Home,United States,Salem,Virginia,24153,S,2/11/2013
KM16375,Home,United States,Salem,Virginia,24153,S,2/11/2013
GM14455,Home,United States,Columbus,Ohio,43229,E,4/20/2013
GM14455,Home,United States,Columbus,Ohio,43229,E,4/20/2013
SD20485,Home,United States,Philadelphia,Pennsylvania,19143,E,6/4/2011
SD20485,Home,United States,Philadelphia,Pennsylvania,19143,E,6/4/2011
SD20485,Home,United States,Philadelphia,Pennsylvania,19143,E,6/4/2011
KD16270,Cons,United States,New York City,NY,10024,E,3/9/2013
KD16270,Cons,United States,New York City,NY,10024,E,3/9/2013
AB10105,Cons,United States,Phoenix,AZ,85023,W,1/10/2013
SZ20035,Home,United States,Grand Prairie,Texas,75051,C,5/11/2014
JD15895,Corp,United States,New York City,NY,10035,E,7/14/2013
JD15895,Corp,United States,New York City,NY,10035,E,7/14/2013
HA14905,Cons,United States,New York City,NY,10024,E,5/7/2011
BT11305,Home,United States,Costa Mesa,California,92627,W,1/2/2014
BT11305,Home,United States,Costa Mesa,California,92627,W,1/2/2014
SV20815,Corp,United States,Houston,Texas,77041,C,9/21/2012
SV20815,Corp,United States,Houston,Texas,77041,C,9/21/2012
SV20815,Corp,United States,Houston,Texas,77041,C,9/21/2012
RW19540,Corp,United States,Mesa,AZ,85204,W,9/26/2012
RW19540,Corp,United States,Mesa,AZ,85204,W,9/26/2012
RW19540,Corp,United States,Mesa,AZ,85204,W,9/26/2012
RW19540,Corp,United States,Mesa,AZ,85204,W,9/26/2012
RW19540,Corp,United States,Mesa,AZ,85204,W,9/26/2012
RW19540,Corp,United States,Mesa,AZ,85204,W,9/26/2012
RW19540,Corp,United States,Mesa,AZ,85204,W,9/26/2012
DK12835,Corp,United States,Salinas,California,93905,W,4/11/2012
DK12835,Corp,United States,Salinas,California,93905,W,4/11/2012
DK12835,Corp,United States,Salinas,California,93905,W,4/11/2012
DK12835,Corp,United States,Salinas,California,93905,W,4/11/2012
LT17110,Cons,United States,Columbus,Ohio,43229,E,1/12/2014
IM15070,Cons,United States,Florence,Alabama,35630,S,12/19/2011
IM15070,Cons,United States,Florence,Alabama,35630,S,12/19/2011
IM15070,Cons,United States,Florence,Alabama,35630,S,12/19/2011
FP14320,Cons,United States,Seattle,Washington,98105,W,12/27/2013
ST20530,Cons,United States,Parma,Ohio,44134,E,6/21/2014
ST20530,Cons,United States,Parma,Ohio,44134,E,6/21/2014
JE15745,Cons,United States,Amarillo,Texas,79109,C,10/15/2012
JE15745,Cons,United States,Amarillo,Texas,79109,C,10/15/2012
BD11320,Cons,United States,Providence,Rhode Island,2908,E,4/13/2014
BD11320,Cons,United States,Providence,Rhode Island,2908,E,4/13/2014
MM17920,Cons,United States,San Francisco,California,94110,W,12/20/2014
PW19030,Corp,United States,Richmond,Kentucky,40475,S,6/8/2014
SC20440,Corp,United States,Aurora,Colorado,80013,W,1/10/2012
KL16645,Cons,United States,Chicago,Illinois,60623,C,5/24/2013
SD20485,Home,United States,Chicago,Illinois,60653,C,6/14/2014
SD20485,Home,United States,Chicago,Illinois,60653,C,6/14/2014
SD20485,Home,United States,Chicago,Illinois,60653,C,6/14/2014
TS21160,Corp,United States,Philadelphia,Pennsylvania,19134,E,4/23/2011
JB15400,Corp,United States,Los Angeles,California,90008,W,1/5/2012
TS21085,Cons,United States,Phoenix,AZ,85023,W,7/19/2012
MC17425,Corp,United States,Mobile,Alabama,36608,S,11/27/2013
MC17425,Corp,United States,Mobile,Alabama,36608,S,11/27/2013
MC17425,Corp,United States,Mobile,Alabama,36608,S,11/27/2013
MC17425,Corp,United States,Mobile,Alabama,36608,S,11/27/2013
ME17320,Home,United States,Columbus,Georgia,31907,S,6/13/2014
ME17320,Home,United States,Columbus,Georgia,31907,S,6/13/2014
SC20440,Corp,United States,New Bedford,Massachusetts,2740,E,8/17/2012
NH18610,Corp,United States,Irving,Texas,75061,C,2/10/2013
AA10480,Cons,United States,Middletown,Connecticut,6457,E,4/5/2011
LC17140,Cons,United States,Seattle,Washington,98103,W,1/12/2012
MB18085,Cons,United States,Vineland,New Jersey,8360,E,3/16/2013
LC16930,Corp,United States,Pasadena,Texas,77506,C,8/27/2013
LC16930,Corp,United States,Pasadena,Texas,77506,C,8/27/2013
KD16495,Corp,United States,New York City,NY,10009,E,12/17/2013
MB17305,Cons,United States,Glendale,AZ,85301,W,8/8/2011
MB17305,Cons,United States,Glendale,AZ,85301,W,8/8/2011
TH21550,Home,United States,Jacksonville,FL,32216,S,5/16/2012
DK12835,Corp,United States,Detroit,Michigan,48234,C,10/12/2014
DK12835,Corp,United States,Detroit,Michigan,48234,C,10/12/2014
DK12835,Corp,United States,Detroit,Michigan,48234,C,10/12/2014
ON18715,Corp,United States,Philadelphia,Pennsylvania,19120,E,9/24/2012
KN16390,Corp,United States,Los Angeles,California,90004,W,7/16/2014
NM18520,Cons,United States,Houston,Texas,77036,C,1/12/2012
NP18685,Home,United States,Niagara Falls,NY,14304,E,11/20/2013
NP18685,Home,United States,Niagara Falls,NY,14304,E,11/20/2013
CG12040,Home,United States,New York City,NY,10024,E,3/20/2014
CS12505,Cons,United States,Thomasville,North Carolina,27360,S,11/14/2013
KD16345,Cons,United States,Westminster,California,92683,W,11/20/2014
MK18160,Cons,United States,San Francisco,California,94122,W,3/12/2013
MK18160,Cons,United States,San Francisco,California,94122,W,3/12/2013
MK18160,Cons,United States,San Francisco,California,94122,W,3/12/2013
DW13540,Cons,United States,Jackson,Tennessee,38301,S,8/26/2014
DW13540,Cons,United States,Jackson,Tennessee,38301,S,8/26/2014
CP12340,Corp,United States,Seattle,Washington,98115,W,10/15/2013
MS17770,Cons,United States,New York City,NY,10035,E,3/12/2011
CM12655,Home,United States,Los Angeles,California,90008,W,3/11/2012
CM12655,Home,United States,Los Angeles,California,90008,W,3/11/2012
CM12655,Home,United States,Los Angeles,California,90008,W,3/11/2012
CL12640,Cons,United States,Philadelphia,Pennsylvania,19143,E,6/12/2011
DL13495,Corp,United States,New York City,NY,10024,E,1/5/2014
TS21370,Corp,United States,New York City,NY,10035,E,11/25/2014
TS21370,Corp,United States,New York City,NY,10035,E,11/25/2014
JW15220,Corp,United States,Vancouver,Washington,98661,W,4/11/2014
RF19840,Cons,United States,Columbus,Georgia,31907,S,12/17/2011
JD15790,Cons,United States,Coppell,Texas,75019,C,5/9/2014
JD15790,Cons,United States,Coppell,Texas,75019,C,5/9/2014
JD15790,Cons,United States,Coppell,Texas,75019,C,5/9/2014
NK18490,Home,United States,San Francisco,California,94122,W,10/18/2013
NG18430,Cons,United States,Austin,Texas,78745,C,11/13/2014
NG18430,Cons,United States,Austin,Texas,78745,C,11/13/2014
NG18430,Cons,United States,Austin,Texas,78745,C,11/13/2014
AT10435,Home,United States,Los Angeles,California,90045,W,2/12/2013
AT10435,Home,United States,Los Angeles,California,90045,W,2/12/2013
PC19000,Home,United States,Los Angeles,California,90004,W,1/8/2012
PC19000,Home,United States,Los Angeles,California,90004,W,1/8/2012
AR10540,Cons,United States,New York City,NY,10024,E,12/25/2014
CS12505,Cons,United States,Columbus,Georgia,31907,S,9/18/2013
LS16975,Home,United States,Omaha,Nebraska,68104,C,11/12/2014
JM15535,Cons,United States,Los Angeles,California,90036,W,9/13/2014
NH18610,Corp,United States,Pomona,California,91767,W,2/7/2014
NH18610,Corp,United States,Pomona,California,91767,W,2/7/2014
RA19915,Cons,United States,Dallas,Texas,75220,C,8/19/2014
RA19915,Cons,United States,Dallas,Texas,75220,C,8/19/2014
RA19915,Cons,United States,Dallas,Texas,75220,C,8/19/2014
AI10855,Cons,United States,Philadelphia,Pennsylvania,19120,E,12/12/2014
MC17845,Cons,United States,North Las Vegas,Nevada,89031,W,11/12/2014
TB21400,Cons,United States,Seattle,Washington,98105,W,4/2/2011
TB21400,Cons,United States,Seattle,Washington,98105,W,4/2/2011
VW21775,Corp,United States,San Francisco,California,94110,W,2/15/2014
PL18925,Home,United States,Chicago,Illinois,60610,C,4/17/2014
GH14425,Cons,United States,Tucson,AZ,85705,W,6/12/2012
GH14425,Cons,United States,Tucson,AZ,85705,W,6/12/2012
GH14425,Cons,United States,Tucson,AZ,85705,W,6/12/2012
GH14425,Cons,United States,Tucson,AZ,85705,W,6/12/2012
GH14425,Cons,United States,Tucson,AZ,85705,W,6/12/2012
CJ12010,Cons,United States,Allentown,Pennsylvania,18103,E,7/23/2013
CJ12010,Cons,United States,Allentown,Pennsylvania,18103,E,7/23/2013
MC18130,Corp,United States,Newark,Delaware,19711,E,7/11/2012
MC18130,Corp,United States,Newark,Delaware,19711,E,7/11/2012
BV11245,Corp,United States,Miami,FL,33142,S,3/26/2012
JF15490,Cons,United States,Tempe,AZ,85281,W,1/9/2014
JF15490,Cons,United States,Tempe,AZ,85281,W,1/9/2014
EB13840,Corp,United States,New York City,NY,10035,E,5/12/2013
MP18175,Home,United States,Laguna Niguel,California,92677,W,2/15/2014
JM15655,Corp,United States,Bridgeton,New Jersey,8302,E,3/11/2013
JM15655,Corp,United States,Bridgeton,New Jersey,8302,E,3/11/2013
CL11890,Cons,United States,Everett,Massachusetts,2149,E,9/16/2014
CL11890,Cons,United States,Everett,Massachusetts,2149,E,9/16/2014
CL11890,Cons,United States,Everett,Massachusetts,2149,E,9/16/2014
CL11890,Cons,United States,Everett,Massachusetts,2149,E,9/16/2014
CK12205,Cons,United States,Columbus,Ohio,43229,E,3/16/2011
CK12205,Cons,United States,Columbus,Ohio,43229,E,3/16/2011
DB13270,Home,United States,San Diego,California,92024,W,5/2/2011
DB13270,Home,United States,San Diego,California,92024,W,5/2/2011
PC18745,Corp,United States,Watertown,NY,13601,E,12/31/2011
VB21745,Corp,United States,San Antonio,Texas,78207,C,11/23/2012
VB21745,Corp,United States,San Antonio,Texas,78207,C,11/23/2012
VB21745,Corp,United States,San Antonio,Texas,78207,C,11/23/2012
EP13915,Cons,United States,New York City,NY,10011,E,6/7/2011
ME17320,Home,United States,Houston,Texas,77095,C,11/14/2014
IG15085,Cons,United States,San Diego,California,92024,W,6/18/2013
JS15940,Home,United States,Appleton,Wisconsin,54915,C,3/5/2011
BO11425,Cons,United States,Richmond,Kentucky,40475,S,10/17/2014
VW21775,Corp,United States,Bellevue,Washington,98006,W,2/13/2012
AB10150,Cons,United States,Long Beach,NY,11561,E,5/9/2014
JW16075,Cons,United States,Philadelphia,Pennsylvania,19140,E,5/16/2013
JW16075,Cons,United States,Philadelphia,Pennsylvania,19140,E,5/16/2013
JE15475,Cons,United States,Seattle,Washington,98103,W,3/16/2012
EB13750,Corp,United States,Seattle,Washington,98103,W,4/14/2013
PK18910,Home,United States,San Francisco,California,94109,W,4/4/2011
CS12400,Home,United States,Seattle,Washington,98115,W,6/9/2014
SG20470,Cons,United States,New York City,NY,10011,E,1/7/2014
CM12190,Cons,United States,Philadelphia,Pennsylvania,19134,E,9/11/2012
CL12565,Cons,United States,Columbia,South Carolina,29203,S,4/3/2011
JO15550,Home,United States,Seattle,Washington,98105,W,3/19/2012
AW10840,Cons,United States,Allen,Texas,75002,C,11/29/2012
AW10840,Cons,United States,Allen,Texas,75002,C,11/29/2012
DV13465,Cons,United States,Los Angeles,California,90004,W,12/6/2014
AH10075,Corp,United States,Atlanta,Georgia,30318,S,1/12/2014
SC20095,Cons,United States,Los Angeles,California,90004,W,11/23/2011
SC20095,Cons,United States,Los Angeles,California,90004,W,11/23/2011
SC20095,Cons,United States,Los Angeles,California,90004,W,11/23/2011
SC20095,Cons,United States,Los Angeles,California,90004,W,11/23/2011
MC18100,Cons,United States,El Paso,Texas,79907,C,12/15/2011
MC18100,Cons,United States,El Paso,Texas,79907,C,12/15/2011
TT21460,Home,United States,Aurora,Illinois,60505,C,4/23/2013
AP10720,Home,United States,Florence,Alabama,35630,S,5/24/2013
DL12865,Cons,United States,New York City,NY,10011,E,2/3/2013
NP18325,Cons,United States,New York City,NY,10024,E,9/8/2012
NP18325,Cons,United States,New York City,NY,10024,E,9/8/2012
NP18325,Cons,United States,New York City,NY,10024,E,9/8/2012
NP18325,Cons,United States,New York City,NY,10024,E,9/8/2012
NP18325,Cons,United States,New York City,NY,10024,E,9/8/2012
NP18325,Cons,United States,New York City,NY,10024,E,9/8/2012
NP18325,Cons,United States,New York City,NY,10024,E,9/8/2012
NP18325,Cons,United States,New York City,NY,10024,E,9/8/2012
NP18325,Cons,United States,New York City,NY,10024,E,9/8/2012
NP18325,Cons,United States,New York City,NY,10024,E,9/8/2012
VG21805,Corp,United States,Virginia Beach,Virginia,23464,S,5/13/2013
MY18295,Corp,United States,Grapevine,Texas,76051,C,4/16/2013
MY18295,Corp,United States,Grapevine,Texas,76051,C,4/16/2013
RD19480,Cons,United States,Olympia,Washington,98502,W,6/23/2012
JF15490,Cons,United States,Los Angeles,California,90032,W,10/19/2011
DP13390,Home,United States,Peoria,Illinois,61604,C,3/24/2012
MD17350,Cons,United States,Columbus,Ohio,43229,E,5/13/2014
MY17380,Corp,United States,New York City,NY,10011,E,10/17/2014
AB10150,Cons,United States,Carrollton,Texas,75007,C,11/20/2014
AB10150,Cons,United States,Carrollton,Texas,75007,C,11/20/2014
AB10150,Cons,United States,Carrollton,Texas,75007,C,11/20/2014
AB10150,Cons,United States,Carrollton,Texas,75007,C,11/20/2014
GB14530,Corp,United States,Dover,Delaware,19901,E,5/14/2013
CA12775,Cons,United States,Smyrna,Tennessee,37167,S,12/12/2013
ME17725,Cons,United States,Newark,Delaware,19711,E,1/12/2014
JO15280,Cons,United States,Los Angeles,California,90049,W,4/20/2013
JO15280,Cons,United States,Los Angeles,California,90049,W,4/20/2013
JO15280,Cons,United States,Los Angeles,California,90049,W,4/20/2013
JO15280,Cons,United States,Los Angeles,California,90049,W,4/20/2013
JO15280,Cons,United States,Los Angeles,California,90049,W,4/20/2013
JO15280,Cons,United States,Los Angeles,California,90049,W,4/20/2013
ML17395,Corp,United States,Los Angeles,California,90008,W,5/26/2011
ML17395,Corp,United States,Los Angeles,California,90008,W,5/26/2011
ML17395,Corp,United States,Los Angeles,California,90008,W,5/26/2011
YS21880,Corp,United States,Oakland,California,94601,W,12/22/2014
PL18925,Home,United States,Philadelphia,Pennsylvania,19143,E,3/16/2013
JK16120,Home,United States,Eagan,Minnesota,55122,C,8/16/2012
JK16120,Home,United States,Eagan,Minnesota,55122,C,8/16/2012
JK16120,Home,United States,Eagan,Minnesota,55122,C,8/16/2012
PN18775,Home,United States,New York City,NY,10011,E,9/15/2013
PN18775,Home,United States,New York City,NY,10011,E,9/15/2013
JC15385,Cons,United States,Kent,Washington,98031,W,7/16/2014
JC15385,Cons,United States,Kent,Washington,98031,W,7/16/2014
JC15385,Cons,United States,Kent,Washington,98031,W,7/16/2014
JC15385,Cons,United States,Kent,Washington,98031,W,7/16/2014
JG15160,Cons,United States,Los Angeles,California,90049,W,12/19/2012
JG15160,Cons,United States,Los Angeles,California,90049,W,12/19/2012
PO19180,Home,United States,New York City,NY,10011,E,11/16/2012
MC17275,Cons,United States,Lafayette,Louisiana,70506,S,9/24/2012
AS10240,Cons,United States,Cleveland,Ohio,44105,E,6/22/2014
AS10240,Cons,United States,Cleveland,Ohio,44105,E,6/22/2014
CL12565,Cons,United States,Cleveland,Ohio,44105,E,9/5/2013
CL12565,Cons,United States,Cleveland,Ohio,44105,E,9/5/2013
CL12565,Cons,United States,Cleveland,Ohio,44105,E,9/5/2013
CL12565,Cons,United States,Cleveland,Ohio,44105,E,9/5/2013
CL12565,Cons,United States,Cleveland,Ohio,44105,E,9/5/2013
NW18400,Cons,United States,Tigard,Oregon,97224,W,2/12/2011
NW18400,Cons,United States,Tigard,Oregon,97224,W,2/12/2011
NW18400,Cons,United States,Tigard,Oregon,97224,W,2/12/2011
TB21280,Cons,United States,Washington,District of Columbia,20016,E,2/6/2013
TB21280,Cons,United States,Washington,District of Columbia,20016,E,2/6/2013
TB21280,Cons,United States,Washington,District of Columbia,20016,E,2/6/2013
TB21280,Cons,United States,Washington,District of Columbia,20016,E,2/6/2013
BS11380,Corp,United States,Skokie,Illinois,60076,C,4/12/2011
FH14365,Corp,United States,Seattle,Washington,98115,W,3/19/2012
FH14365,Corp,United States,Seattle,Washington,98115,W,3/19/2012
FH14365,Corp,United States,Seattle,Washington,98115,W,3/19/2012
VM21685,Home,United States,Philadelphia,Pennsylvania,19140,E,1/11/2012
VM21685,Home,United States,Philadelphia,Pennsylvania,19140,E,1/11/2012
SF20200,Cons,United States,Philadelphia,Pennsylvania,19143,E,9/26/2012
SF20200,Cons,United States,Philadelphia,Pennsylvania,19143,E,9/26/2012
HH15010,Corp,United States,San Francisco,California,94110,W,8/29/2011
HH15010,Corp,United States,San Francisco,California,94110,W,8/29/2011
CD12280,Cons,United States,Seattle,Washington,98105,W,11/19/2014
CD12280,Cons,United States,Seattle,Washington,98105,W,11/19/2014
CD12280,Cons,United States,Seattle,Washington,98105,W,11/19/2014
CD12280,Cons,United States,Seattle,Washington,98105,W,11/19/2014
CD12280,Cons,United States,Seattle,Washington,98105,W,11/19/2014
HL15040,Cons,United States,Milwaukee,Wisconsin,53209,C,5/15/2011
TH21100,Cons,United States,Los Angeles,California,90045,W,1/21/2014
MM18055,Cons,United States,Seattle,Washington,98115,W,7/11/2014
MM18055,Cons,United States,Seattle,Washington,98115,W,7/11/2014
QJ19255,Corp,United States,Philadelphia,Pennsylvania,19143,E,1/5/2014
QJ19255,Corp,United States,Philadelphia,Pennsylvania,19143,E,1/5/2014
NS18505,Cons,United States,Dallas,Texas,75217,C,11/25/2013
NS18505,Cons,United States,Dallas,Texas,75217,C,11/25/2013
NS18505,Cons,United States,Dallas,Texas,75217,C,11/25/2013
NS18505,Cons,United States,Dallas,Texas,75217,C,11/25/2013
NS18505,Cons,United States,Dallas,Texas,75217,C,11/25/2013
NS18505,Cons,United States,Dallas,Texas,75217,C,11/25/2013
MM17920,Cons,United States,New York City,NY,10011,E,1/15/2012
RD19480,Cons,United States,Houston,Texas,77095,C,10/20/2014
RB19645,Corp,United States,North Las Vegas,Nevada,89031,W,3/23/2013
RD19585,Cons,United States,Plano,Texas,75023,C,4/7/2014
SW20455,Cons,United States,Suffolk,Virginia,23434,S,11/12/2012
SF20965,Corp,United States,Houston,Texas,77041,C,9/17/2012
SF20965,Corp,United States,Houston,Texas,77041,C,9/17/2012
EB13930,Cons,United States,San Francisco,California,94110,W,5/19/2013
EB13930,Cons,United States,San Francisco,California,94110,W,5/19/2013
SB20290,Corp,United States,Philadelphia,Pennsylvania,19134,E,7/9/2011
SB20290,Corp,United States,Philadelphia,Pennsylvania,19134,E,7/9/2011
SB20290,Corp,United States,Philadelphia,Pennsylvania,19134,E,7/9/2011
SB20290,Corp,United States,Philadelphia,Pennsylvania,19134,E,7/9/2011
PS18760,Cons,United States,Los Angeles,California,90008,W,2/10/2013
CB12535,Corp,United States,San Francisco,California,94110,W,8/11/2013
DK12835,Corp,United States,Philadelphia,Pennsylvania,19143,E,4/25/2014
DK12835,Corp,United States,Philadelphia,Pennsylvania,19143,E,4/25/2014
DK12835,Corp,United States,Philadelphia,Pennsylvania,19143,E,4/25/2014
AW10840,Cons,United States,Philadelphia,Pennsylvania,19140,E,11/12/2014
AW10840,Cons,United States,Philadelphia,Pennsylvania,19140,E,11/12/2014
TS21610,Cons,United States,Philadelphia,Pennsylvania,19143,E,8/16/2011
HF14995,Cons,United States,Indianapolis,Indiana,46203,C,10/12/2014
HF14995,Cons,United States,Indianapolis,Indiana,46203,C,10/12/2014
HZ14950,Cons,United States,Columbus,Ohio,43229,E,3/15/2013
AB10255,Home,United States,Plano,Texas,75023,C,6/27/2013
PO19195,Home,United States,Bayonne,New Jersey,7002,E,9/25/2012
PO19195,Home,United States,Bayonne,New Jersey,7002,E,9/25/2012
PO19195,Home,United States,Bayonne,New Jersey,7002,E,9/25/2012
AG10900,Cons,United States,Los Angeles,California,90008,W,12/27/2012
AG10900,Cons,United States,Los Angeles,California,90008,W,12/27/2012
SC20725,Cons,United States,Seattle,Washington,98115,W,3/6/2011
ND18370,Cons,United States,New York City,NY,10035,E,7/13/2012
ND18370,Cons,United States,New York City,NY,10035,E,7/13/2012
ND18370,Cons,United States,New York City,NY,10035,E,7/13/2012
CD12790,Home,United States,San Diego,California,92037,W,3/2/2011
PG18820,Cons,United States,Glendale,AZ,85301,W,9/3/2013
IM15070,Cons,United States,Philadelphia,Pennsylvania,19120,E,11/22/2012
JK15205,Cons,United States,San Francisco,California,94122,W,6/11/2014
JK15205,Cons,United States,San Francisco,California,94122,W,6/11/2014
JK15205,Cons,United States,San Francisco,California,94122,W,6/11/2014
JK15205,Cons,United States,San Francisco,California,94122,W,6/11/2014
JK15205,Cons,United States,San Francisco,California,94122,W,6/11/2014
JK15205,Cons,United States,San Francisco,California,94122,W,6/11/2014
JP15520,Cons,United States,Houston,Texas,77070,C,1/30/2012
MM18055,Cons,United States,Chicago,Illinois,60610,C,9/9/2014
DC13285,Cons,United States,San Francisco,California,94110,W,8/10/2014
JL15835,Cons,United States,New York City,NY,10011,E,1/5/2013
BN11515,Cons,United States,New York City,NY,10011,E,5/20/2013
BN11515,Cons,United States,New York City,NY,10011,E,5/20/2013
BN11515,Cons,United States,New York City,NY,10011,E,5/20/2013
BN11515,Cons,United States,New York City,NY,10011,E,5/20/2013
