OID,shipmode,date
CA-2014-112809,Standard,8/19/2014
US-2014-160759,Standard,12/12/2014
CA-2014-148446,SC,11/12/2014
CA-2011-111059,SC,4/2/2011
CA-2011-111059,SC,4/2/2011
CA-2014-116204,SC,2/15/2014
CA-2014-109946,Standard,4/17/2014
CA-2012-144806,Standard,6/12/2012
CA-2012-144806,Standard,6/12/2012
CA-2012-144806,Standard,6/12/2012
CA-2012-144806,Standard,6/12/2012
CA-2012-144806,Standard,6/12/2012
CA-2013-122392,Standard,7/23/2013
CA-2013-122392,Standard,7/23/2013
CA-2012-148432,SC,7/11/2012
CA-2012-148432,SC,7/11/2012
CA-2012-103793,Standard,3/26/2012
CA-2014-159884,Standard,1/9/2014
CA-2014-159884,Standard,1/9/2014
CA-2013-139885,Standard,5/12/2013
CA-2014-124086,Standard,2/15/2014
CA-2013-112389,Standard,3/11/2013
CA-2013-112389,Standard,3/11/2013
CA-2014-121888,SC,9/16/2014
CA-2014-121888,SC,9/16/2014
CA-2014-121888,SC,9/16/2014
CA-2014-121888,SC,9/16/2014
CA-2011-166884,SC,3/16/2011
CA-2011-166884,SC,3/16/2011
CA-2011-107181,Standard,5/2/2011
CA-2011-107181,Standard,5/2/2011
CA-2011-150245,SC,12/31/2011
CA-2012-111395,Standard,11/23/2012
CA-2012-111395,Standard,11/23/2012
CA-2012-111395,Standard,11/23/2012
CA-2011-134278,FC,6/7/2011
US-2014-124926,SC,11/14/2014
CA-2013-159345,Standard,6/18/2013
CA-2011-130274,FC,3/5/2011
CA-2014-158386,Standard,10/17/2014
CA-2012-111507,Standard,2/13/2012
CA-2014-120761,Standard,5/9/2014
CA-2013-109176,Standard,5/16/2013
CA-2013-109176,Standard,5/16/2013
CA-2012-112116,SC,3/16/2012
CA-2013-126809,Standard,4/14/2013
CA-2011-105172,Standard,4/4/2011
CA-2014-107293,FC,6/9/2014
US-2014-102890,1 Day,1/7/2014
CA-2012-158554,1 Day,9/11/2012
CA-2011-116239,1 Day,4/3/2011
CA-2012-132101,Standard,3/19/2012
CA-2012-129112,FC,11/29/2012
CA-2012-129112,FC,11/29/2012
US-2014-152002,1 Day,12/6/2014
CA-2014-165029,Standard,1/12/2014
US-2011-157385,FC,11/23/2011
US-2011-157385,FC,11/23/2011
US-2011-157385,FC,11/23/2011
US-2011-157385,FC,11/23/2011
CA-2011-101602,FC,12/15/2011
CA-2011-101602,FC,12/15/2011
CA-2013-109057,Standard,4/23/2013
CA-2013-154403,Standard,5/24/2013
CA-2013-102456,FC,2/3/2013
CA-2012-131338,FC,9/8/2012
CA-2012-131338,FC,9/8/2012
CA-2012-131338,FC,9/8/2012
CA-2012-131338,FC,9/8/2012
CA-2012-131338,FC,9/8/2012
CA-2012-131338,FC,9/8/2012
CA-2012-131338,FC,9/8/2012
CA-2012-131338,FC,9/8/2012
CA-2012-131338,FC,9/8/2012
CA-2012-131338,FC,9/8/2012
CA-2013-109911,Standard,5/13/2013
US-2013-132423,Standard,4/16/2013
US-2013-132423,Standard,4/16/2013
CA-2012-122826,SC,6/23/2012
CA-2011-117317,1 Day,10/19/2011
CA-2012-118423,FC,3/24/2012
CA-2014-149181,Standard,5/13/2014
CA-2014-132234,FC,10/17/2014
CA-2014-158876,SC,11/20/2014
CA-2014-158876,SC,11/20/2014
CA-2014-158876,SC,11/20/2014
CA-2014-158876,SC,11/20/2014
CA-2013-164672,SC,5/14/2013
US-2013-132857,Standard,12/12/2013
CA-2014-116645,Standard,1/12/2014
US-2013-115819,SC,4/20/2013
US-2013-115819,SC,4/20/2013
US-2013-115819,SC,4/20/2013
US-2013-115819,SC,4/20/2013
US-2013-115819,SC,4/20/2013
US-2013-115819,SC,4/20/2013
CA-2011-156349,Standard,5/26/2011
CA-2011-156349,Standard,5/26/2011
CA-2011-156349,Standard,5/26/2011
CA-2014-138380,Standard,12/22/2014
US-2013-113509,Standard,3/16/2013
CA-2012-130022,Standard,8/16/2012
CA-2012-130022,Standard,8/16/2012
CA-2012-130022,Standard,8/16/2012
US-2013-118780,SC,9/15/2013
US-2013-118780,SC,9/15/2013
CA-2014-108560,Standard,7/16/2014
CA-2014-108560,Standard,7/16/2014
CA-2014-108560,Standard,7/16/2014
CA-2014-108560,Standard,7/16/2014
CA-2012-157084,Standard,12/19/2012
CA-2012-157084,Standard,12/19/2012
CA-2012-164539,Standard,11/16/2012
CA-2012-143119,Standard,9/24/2012
CA-2014-101049,SC,6/22/2014
CA-2014-101049,SC,6/22/2014
CA-2013-106530,1 Day,9/5/2013
CA-2013-106530,1 Day,9/5/2013
CA-2013-106530,1 Day,9/5/2013
CA-2013-106530,1 Day,9/5/2013
CA-2013-106530,1 Day,9/5/2013
CA-2011-168984,Standard,2/12/2011
CA-2011-168984,Standard,2/12/2011
CA-2011-168984,Standard,2/12/2011
CA-2013-157266,Standard,2/6/2013
CA-2013-157266,Standard,2/6/2013
CA-2013-157266,Standard,2/6/2013
CA-2013-157266,Standard,2/6/2013
US-2011-134712,Standard,4/12/2011
CA-2012-111829,FC,3/19/2012
CA-2012-111829,FC,3/19/2012
CA-2012-111829,FC,3/19/2012
CA-2012-105221,FC,1/11/2012
CA-2012-105221,FC,1/11/2012
CA-2012-120341,SC,9/26/2012
CA-2012-120341,SC,9/26/2012
CA-2011-135699,1 Day,8/29/2011
CA-2011-135699,1 Day,8/29/2011
US-2014-132444,FC,11/19/2014
US-2014-132444,FC,11/19/2014
US-2014-132444,FC,11/19/2014
US-2014-132444,FC,11/19/2014
US-2014-132444,FC,11/19/2014
CA-2011-127159,FC,5/15/2011
CA-2014-161809,Standard,1/21/2014
CA-2014-127285,Standard,7/11/2014
CA-2014-127285,Standard,7/11/2014
CA-2014-144526,Standard,1/5/2014
CA-2014-144526,Standard,1/5/2014
CA-2013-128531,SC,11/25/2013
CA-2013-128531,SC,11/25/2013
CA-2013-128531,SC,11/25/2013
CA-2013-128531,SC,11/25/2013
CA-2013-128531,SC,11/25/2013
CA-2013-128531,SC,11/25/2013
US-2012-157154,Standard,1/15/2012
CA-2014-159457,Standard,10/20/2014
CA-2013-107615,FC,3/23/2013
CA-2014-111647,Standard,4/7/2014
CA-2012-150560,FC,11/12/2012
CA-2012-143077,Standard,9/17/2012
CA-2012-143077,Standard,9/17/2012
CA-2013-122728,Standard,5/19/2013
CA-2013-122728,Standard,5/19/2013
CA-2011-122882,Standard,7/9/2011
CA-2011-122882,Standard,7/9/2011
CA-2011-122882,Standard,7/9/2011
CA-2011-122882,Standard,7/9/2011
US-2013-101497,SC,2/10/2013
CA-2013-147585,Standard,8/11/2013
CA-2014-149489,FC,4/25/2014
CA-2014-149489,FC,4/25/2014
CA-2014-149489,FC,4/25/2014
CA-2014-143798,FC,11/12/2014
CA-2014-143798,FC,11/12/2014
CA-2011-142839,Standard,8/16/2011
CA-2014-129833,Standard,10/12/2014
CA-2014-129833,Standard,10/12/2014
US-2013-154361,Standard,3/15/2013
US-2013-158708,SC,6/27/2013
CA-2012-156335,SC,9/25/2012
CA-2012-156335,SC,9/25/2012
CA-2012-156335,SC,9/25/2012
CA-2012-148376,Standard,12/27/2012
CA-2012-148376,Standard,12/27/2012
CA-2011-135657,SC,3/6/2011
CA-2012-114069,SC,7/13/2012
CA-2012-114069,SC,7/13/2012
CA-2012-114069,SC,7/13/2012
CA-2011-139857,Standard,3/2/2011
CA-2013-106306,1 Day,9/3/2013
CA-2012-100545,Standard,11/22/2012
CA-2014-123491,Standard,6/11/2014
CA-2014-123491,Standard,6/11/2014
CA-2014-123491,Standard,6/11/2014
CA-2014-123491,Standard,6/11/2014
CA-2014-123491,Standard,6/11/2014
CA-2014-123491,Standard,6/11/2014
CA-2012-145401,Standard,1/30/2012
US-2014-124968,SC,9/9/2014
CA-2014-104003,Standard,8/10/2014
CA-2013-154788,Standard,1/5/2013
CA-2013-169943,Standard,5/20/2013
CA-2013-169943,Standard,5/20/2013
CA-2013-169943,Standard,5/20/2013
CA-2013-169943,Standard,5/20/2013
CA-2013-169943,Standard,5/20/2013
US-2012-123218,Standard,12/20/2012
US-2012-123218,Standard,12/20/2012
US-2012-123218,Standard,12/20/2012
CA-2012-127453,FC,12/19/2012
CA-2012-127453,FC,12/19/2012
CA-2012-127453,FC,12/19/2012
US-2014-164056,SC,4/30/2014
CA-2013-106894,1 Day,7/2/2013
CA-2013-106894,1 Day,7/2/2013
CA-2011-125136,Standard,3/10/2011
CA-2011-125136,Standard,3/10/2011
US-2013-131149,Standard,7/15/2013
US-2013-131149,Standard,7/15/2013
CA-2014-101483,SC,2/8/2014
CA-2014-101483,SC,2/8/2014
CA-2014-101483,SC,2/8/2014
CA-2012-130204,Standard,3/9/2012
CA-2012-130204,Standard,3/9/2012
CA-2012-130204,Standard,3/9/2012
CA-2011-110527,Standard,8/16/2011
CA-2014-152807,Standard,4/11/2014
CA-2014-152807,Standard,4/11/2014
CA-2014-152807,Standard,4/11/2014
CA-2014-152807,Standard,4/11/2014
CA-2011-133270,FC,6/6/2011
CA-2013-155670,SC,8/14/2013
CA-2013-155670,SC,8/14/2013
US-2011-157406,Standard,4/25/2011
US-2011-157406,Standard,4/25/2011
CA-2012-139094,Standard,11/22/2012
CA-2014-168837,FC,10/15/2014
CA-2014-116715,FC,3/12/2014
CA-2014-116715,FC,3/12/2014
CA-2014-116715,FC,3/12/2014
CA-2012-135622,SC,8/12/2012
CA-2012-135622,SC,8/12/2012
US-2012-107349,FC,7/13/2012
CA-2011-139017,Standard,5/17/2011
CA-2011-141817,Standard,1/13/2011
CA-2012-130785,Standard,5/9/2012
CA-2012-130785,Standard,5/9/2012
CA-2012-130785,Standard,5/9/2012
CA-2013-110254,Standard,5/8/2013
CA-2013-110254,Standard,5/8/2013
CA-2013-110254,Standard,5/8/2013
CA-2013-110254,Standard,5/8/2013
US-2011-158057,Standard,3/22/2011
US-2011-158057,Standard,3/22/2011
CA-2014-146024,Standard,3/3/2014
CA-2014-146024,Standard,3/3/2014
CA-2013-129686,SC,11/28/2013
CA-2013-129686,SC,11/28/2013
CA-2011-118976,Standard,3/5/2011
CA-2011-118976,Standard,3/5/2011
CA-2011-118976,Standard,3/5/2011
CA-2011-118976,Standard,3/5/2011
CA-2012-105347,Standard,11/24/2012
CA-2012-105347,Standard,11/24/2012
CA-2013-124667,Standard,11/17/2013
CA-2013-124667,Standard,11/17/2013
CA-2012-111094,Standard,7/13/2012
CA-2012-111094,Standard,7/13/2012
CA-2014-166317,Standard,9/23/2014
CA-2014-166317,Standard,9/23/2014
CA-2014-166317,Standard,9/23/2014
CA-2014-166317,Standard,9/23/2014
CA-2012-154326,Standard,2/15/2012
CA-2012-154326,Standard,2/15/2012
CA-2012-154326,Standard,2/15/2012
CA-2011-102008,Standard,4/10/2011
CA-2011-120474,FC,1/12/2011
CA-2011-120474,FC,1/12/2011
CA-2011-104773,Standard,8/12/2011
CA-2013-140774,Standard,6/9/2013
US-2014-139465,FC,8/28/2014
US-2014-139465,FC,8/28/2014
US-2014-139465,FC,8/28/2014
CA-2013-100965,Standard,8/7/2013
CA-2013-121034,SC,9/8/2013
CA-2013-121034,SC,9/8/2013
CA-2013-149461,Standard,11/14/2013
CA-2014-158379,SC,9/23/2014
CA-2014-158379,SC,9/23/2014
CA-2014-158379,SC,9/23/2014
US-2013-116729,FC,12/26/2013
US-2013-116729,FC,12/26/2013
US-2013-116729,FC,12/26/2013
CA-2013-164938,FC,2/13/2013
CA-2013-165484,Standard,10/24/2013
CA-2013-165484,Standard,10/24/2013
CA-2011-132612,SC,9/6/2011
US-2014-161193,Standard,11/21/2014
US-2014-161193,Standard,11/21/2014
CA-2012-131597,Standard,9/14/2012
CA-2012-164833,1 Day,4/6/2012
CA-2012-164833,1 Day,4/6/2012
CA-2012-125423,SC,12/13/2012
US-2011-130379,Standard,5/25/2011
US-2011-130379,Standard,5/25/2011
CA-2013-168956,Standard,2/16/2013
CA-2013-168956,Standard,2/16/2013
CA-2013-168956,Standard,2/16/2013
CA-2013-168956,Standard,2/16/2013
CA-2013-167507,Standard,12/23/2013
CA-2013-167507,Standard,12/23/2013
CA-2013-167507,Standard,12/23/2013
CA-2013-109344,SC,8/2/2013
US-2012-140851,SC,7/13/2012
CA-2011-103373,Standard,5/18/2011
CA-2014-145884,1 Day,10/22/2014
CA-2014-145884,1 Day,10/22/2014
CA-2012-131422,Standard,5/11/2012
CA-2014-162691,Standard,2/8/2014
CA-2014-162691,Standard,2/8/2014
CA-2011-141278,FC,6/21/2011
CA-2014-122693,SC,2/20/2014
CA-2011-117345,Standard,1/8/2011
CA-2011-117345,Standard,1/8/2011
CA-2011-117345,Standard,1/8/2011
CA-2011-117345,Standard,1/8/2011
CA-2013-157763,Standard,7/19/2013
CA-2012-135391,SC,9/2/2012
CA-2012-135391,SC,9/2/2012
US-2014-113852,Standard,3/8/2014
US-2014-158512,SC,1/13/2014
US-2014-158512,SC,1/13/2014
CA-2014-128370,1 Day,11/9/2014
CA-2014-128370,1 Day,11/9/2014
CA-2012-160472,SC,7/20/2012
CA-2012-160472,SC,7/20/2012
CA-2012-160472,SC,7/20/2012
CA-2012-160472,SC,7/20/2012
CA-2012-160472,SC,7/20/2012
CA-2012-160472,SC,7/20/2012
CA-2011-114643,Standard,6/13/2011
US-2014-158218,SC,5/13/2014
US-2014-158218,SC,5/13/2014
CA-2012-121608,FC,3/9/2012
CA-2012-121608,FC,3/9/2012
US-2014-121251,FC,3/27/2014
US-2014-121251,FC,3/27/2014
CA-2011-151078,1 Day,12/11/2011
US-2013-100839,Standard,10/14/2013
US-2013-100839,Standard,10/14/2013
US-2014-116659,1 Day,11/13/2014
CA-2014-118857,FC,4/16/2014
CA-2012-127110,Standard,1/7/2012
CA-2012-127110,Standard,1/7/2012
CA-2013-148201,SC,8/27/2013
CA-2011-116932,Standard,7/21/2011
CA-2011-116932,Standard,7/21/2011
CA-2011-116932,Standard,7/21/2011
CA-2014-142888,Standard,11/22/2014
CA-2011-147914,Standard,4/6/2011
US-2013-112977,Standard,3/17/2013
CA-2014-112039,Standard,3/26/2014
CA-2014-118885,Standard,12/30/2014
CA-2014-118885,Standard,12/30/2014
US-2014-166611,Standard,3/4/2014
CA-2012-109512,1 Day,5/3/2012
CA-2012-109512,1 Day,5/3/2012
CA-2012-109512,1 Day,5/3/2012
CA-2013-118570,Standard,11/14/2013
CA-2014-154718,SC,1/20/2014
CA-2013-147578,SC,4/23/2013
CA-2011-140165,FC,5/13/2011
CA-2011-140165,FC,5/13/2011
CA-2011-142587,FC,10/21/2011
CA-2011-142587,FC,10/21/2011
CA-2011-157623,Standard,3/14/2011
CA-2011-157623,Standard,3/14/2011
CA-2014-145310,SC,12/23/2014
CA-2013-100083,Standard,11/25/2013
US-2014-108063,FC,3/12/2014
CA-2012-109197,Standard,12/31/2012
CA-2014-141789,FC,4/10/2014
CA-2011-169775,SC,2/9/2011
CA-2011-169775,SC,2/9/2011
CA-2011-169775,SC,2/9/2011
CA-2013-140543,SC,4/7/2013
CA-2013-151141,FC,8/21/2013
CA-2014-167094,FC,10/22/2014
CA-2014-167094,FC,10/22/2014
CA-2014-167094,FC,10/22/2014
CA-2014-154410,FC,10/22/2014
US-2013-150567,Standard,5/18/2013
US-2013-150567,Standard,5/18/2013
CA-2012-157959,FC,3/2/2012
CA-2014-105886,Standard,12/19/2014
CA-2013-105963,Standard,11/16/2013
CA-2014-121503,SC,4/7/2014
CA-2014-121503,SC,4/7/2014
CA-2011-103366,FC,1/16/2011
CA-2014-124597,Standard,1/5/2014
CA-2014-124597,Standard,1/5/2014
CA-2014-124597,Standard,1/5/2014
CA-2012-105634,Standard,8/11/2012
CA-2012-123673,SC,1/11/2012
US-2014-111423,FC,8/18/2014
US-2014-111423,FC,8/18/2014
CA-2012-125178,Standard,3/10/2012
CA-2013-156685,SC,9/7/2013
CA-2013-156685,SC,9/7/2013
CA-2014-126865,SC,6/12/2014
CA-2014-102834,Standard,3/14/2014
US-2013-139710,Standard,6/16/2013
CA-2014-121538,FC,2/12/2014
US-2014-101539,SC,3/17/2014
US-2014-101539,SC,3/17/2014
US-2014-101539,SC,3/17/2014
CA-2013-152121,SC,11/28/2013
CA-2014-161200,SC,7/8/2014
CA-2014-161200,SC,7/8/2014
CA-2014-101245,Standard,4/12/2014
CA-2014-101245,Standard,4/12/2014
CA-2012-141768,SC,5/25/2012
CA-2013-112109,Standard,7/13/2013
CA-2013-112109,Standard,7/13/2013
CA-2013-112109,Standard,7/13/2013
CA-2013-112109,Standard,7/13/2013
CA-2014-144064,FC,2/9/2014
CA-2014-144064,FC,2/9/2014
CA-2014-144064,FC,2/9/2014
CA-2013-108581,Standard,6/21/2013
CA-2013-108581,Standard,6/21/2013
CA-2014-157987,Standard,3/9/2014
CA-2014-157987,Standard,3/9/2014
CA-2014-157987,Standard,3/9/2014
CA-2014-157987,Standard,3/9/2014
CA-2014-157987,Standard,3/9/2014
CA-2014-157987,Standard,3/9/2014
CA-2014-157987,Standard,3/9/2014
CA-2014-157987,Standard,3/9/2014
CA-2014-157987,Standard,3/9/2014
CA-2014-157987,Standard,3/9/2014
CA-2014-157987,Standard,3/9/2014
CA-2014-157987,Standard,3/9/2014
CA-2014-110905,SC,9/16/2014
CA-2014-110905,SC,9/16/2014
CA-2014-110905,SC,9/16/2014
CA-2014-110905,SC,9/16/2014
CA-2014-110905,SC,9/16/2014
CA-2014-110905,SC,9/16/2014
CA-2014-110905,SC,9/16/2014
CA-2014-110905,SC,9/16/2014
CA-2014-165841,Standard,12/22/2014
CA-2014-165841,Standard,12/22/2014
CA-2014-165841,Standard,12/22/2014
CA-2014-117485,Standard,9/24/2014
CA-2014-140242,Standard,7/5/2014
CA-2014-140242,Standard,7/5/2014
CA-2011-148950,Standard,12/14/2011
CA-2011-148950,Standard,12/14/2011
CA-2011-148950,Standard,12/14/2011
CA-2011-110408,SC,10/18/2011
CA-2011-110408,SC,10/18/2011
CA-2011-110408,SC,10/18/2011
CA-2012-109939,Standard,8/5/2012
CA-2013-112669,1 Day,4/15/2013
CA-2013-112669,1 Day,4/15/2013
CA-2012-119592,SC,12/14/2012
CA-2011-122749,Standard,3/12/2011
CA-2011-164721,SC,11/25/2011
CA-2011-164721,SC,11/25/2011
CA-2011-164721,SC,11/25/2011
CA-2013-147417,FC,7/26/2013
CA-2012-127509,Standard,9/11/2012
CA-2012-127509,Standard,9/11/2012
CA-2012-127509,Standard,9/11/2012
CA-2012-127509,Standard,9/11/2012
CA-2014-111374,Standard,1/3/2014
CA-2014-133648,Standard,3/7/2014
CA-2014-133648,Standard,3/7/2014
CA-2014-133648,Standard,3/7/2014
US-2014-147221,SC,3/12/2014
US-2014-147221,SC,3/12/2014
CA-2011-131905,FC,7/2/2011
CA-2011-131905,FC,7/2/2011
CA-2011-131905,FC,7/2/2011
CA-2014-166128,Standard,4/19/2014
CA-2014-166128,Standard,4/19/2014
CA-2014-163510,SC,12/26/2014
CA-2014-163510,SC,12/26/2014
US-2014-143028,Standard,4/19/2014
CA-2011-111150,Standard,12/31/2011
CA-2011-111150,Standard,12/31/2011
CA-2014-165386,FC,4/8/2014
CA-2011-116407,Standard,11/15/2011
CA-2011-116407,Standard,11/15/2011
CA-2011-116407,Standard,11/15/2011
CA-2012-155761,1 Day,11/12/2012
CA-2012-155761,1 Day,11/12/2012
CA-2013-145905,Standard,9/19/2013
CA-2013-145905,Standard,9/19/2013
CA-2013-145905,Standard,9/19/2013
CA-2012-113110,Standard,3/19/2012
CA-2012-113110,Standard,3/19/2012
CA-2012-113110,Standard,3/19/2012
CA-2012-113110,Standard,3/19/2012
CA-2013-168354,FC,9/20/2013
CA-2013-168354,FC,9/20/2013
CA-2013-168354,FC,9/20/2013
CA-2013-168354,FC,9/20/2013
US-2014-111241,SC,8/21/2014
CA-2012-114237,FC,3/13/2012
CA-2013-113516,SC,9/9/2013
CA-2013-113516,SC,9/9/2013
CA-2012-117961,Standard,11/26/2012
CA-2012-117961,Standard,11/26/2012
CA-2012-117961,Standard,11/26/2012
CA-2012-117961,Standard,11/26/2012
CA-2013-128923,Standard,10/12/2013
CA-2013-128923,Standard,10/12/2013
CA-2014-162481,Standard,9/26/2014
CA-2014-162481,Standard,9/26/2014
CA-2012-119214,Standard,1/23/2012
CA-2012-119214,Standard,1/23/2012
CA-2012-122287,Standard,6/18/2012
CA-2012-122287,Standard,6/18/2012
CA-2012-122287,Standard,6/18/2012
CA-2012-122287,Standard,6/18/2012
CA-2012-104493,Standard,2/10/2012
US-2014-158946,Standard,11/19/2014
CA-2011-129168,Standard,8/17/2011
CA-2013-131835,Standard,7/18/2013
CA-2013-131835,Standard,7/18/2013
CA-2013-131835,Standard,7/18/2013
CA-2012-142237,FC,7/13/2012
CA-2012-142237,FC,7/13/2012
CA-2012-142237,FC,7/13/2012
CA-2012-142237,FC,7/13/2012
CA-2012-142237,FC,7/13/2012
CA-2012-142237,FC,7/13/2012
CA-2013-136434,Standard,2/12/2013
CA-2014-120376,FC,12/23/2014
CA-2014-120376,FC,12/23/2014
CA-2014-120376,FC,12/23/2014
CA-2014-120376,FC,12/23/2014
CA-2011-106439,Standard,4/11/2011
CA-2011-106439,Standard,4/11/2011
CA-2011-106439,Standard,4/11/2011
CA-2011-106439,Standard,4/11/2011
CA-2011-106439,Standard,4/11/2011
CA-2011-106439,Standard,4/11/2011
CA-2011-106439,Standard,4/11/2011
CA-2011-106439,Standard,4/11/2011
CA-2011-106439,Standard,4/11/2011
CA-2012-133452,Standard,4/13/2012
CA-2012-133452,Standard,4/13/2012
CA-2013-146521,SC,7/22/2013
US-2014-110996,Standard,11/21/2014
CA-2013-129693,Standard,3/12/2013
CA-2014-122504,SC,8/11/2014
CA-2014-122504,SC,8/11/2014
CA-2011-131051,Standard,1/12/2011
CA-2014-140676,FC,9/13/2014
CA-2014-140676,FC,9/13/2014
CA-2014-140676,FC,9/13/2014
CA-2012-120103,Standard,12/24/2012
CA-2012-120103,Standard,12/24/2012
CA-2012-120103,Standard,12/24/2012
CA-2014-104647,Standard,2/3/2014
CA-2011-110352,Standard,11/23/2011
CA-2013-140501,Standard,6/24/2013
CA-2013-140501,Standard,6/24/2013
CA-2013-140501,Standard,6/24/2013
CA-2013-140501,Standard,6/24/2013
CA-2013-140501,Standard,6/24/2013
CA-2012-139290,Standard,10/26/2012
CA-2014-166142,Standard,7/16/2014
CA-2014-166142,Standard,7/16/2014
CA-2011-145926,Standard,11/17/2011
CA-2012-149678,SC,4/13/2012
US-2012-164357,Standard,11/25/2012
US-2013-146570,Standard,5/16/2013
US-2013-146570,Standard,5/16/2013
US-2013-146570,Standard,5/16/2013
CA-2014-124401,Standard,8/9/2014
CA-2014-124401,Standard,8/9/2014
US-2011-140116,Standard,3/17/2011
US-2011-140116,Standard,3/17/2011
CA-2011-123295,1 Day,7/18/2011
CA-2014-167101,SC,3/25/2014
CA-2014-167101,SC,3/25/2014
US-2011-167633,Standard,5/10/2011
US-2011-152723,1 Day,9/26/2011
CA-2012-164882,1 Day,10/31/2012
CA-2012-164882,1 Day,10/31/2012
CA-2012-164882,1 Day,10/31/2012
CA-2012-164882,1 Day,10/31/2012
CA-2012-164882,1 Day,10/31/2012
CA-2012-164882,1 Day,10/31/2012
CA-2012-164882,1 Day,10/31/2012
CA-2012-164882,1 Day,10/31/2012
CA-2012-164882,1 Day,10/31/2012
CA-2012-159786,SC,10/17/2012
CA-2013-130267,Standard,9/20/2013
CA-2014-155460,FC,4/14/2014
CA-2014-155460,FC,4/14/2014
US-2014-168690,Standard,1/14/2014
CA-2014-158246,FC,10/11/2014
CA-2014-167381,SC,9/23/2014
CA-2014-167381,SC,9/23/2014
CA-2014-144862,Standard,2/12/2014
CA-2014-144862,Standard,2/12/2014
CA-2011-126032,Standard,6/23/2011
CA-2012-134859,Standard,4/10/2012
CA-2012-134859,Standard,4/10/2012
US-2011-114188,SC,5/20/2011
US-2011-114188,SC,5/20/2011
US-2011-114188,SC,5/20/2011
CA-2012-156524,Standard,11/20/2012
CA-2012-122210,Standard,4/12/2012
CA-2012-122210,Standard,4/12/2012
CA-2012-122210,Standard,4/12/2012
CA-2012-156377,Standard,12/31/2012
CA-2012-156377,Standard,12/31/2012
US-2014-157896,1 Day,11/17/2014
CA-2011-159520,Standard,6/6/2011
CA-2011-159520,Standard,6/6/2011
CA-2011-159520,Standard,6/6/2011
CA-2013-155481,Standard,2/9/2013
CA-2013-155481,Standard,2/9/2013
CA-2013-155481,Standard,2/9/2013
US-2013-152051,Standard,6/26/2013
US-2013-152051,Standard,6/26/2013
US-2013-152051,Standard,6/26/2013
CA-2011-141607,Standard,12/12/2011
CA-2014-102771,Standard,1/4/2014
US-2014-139969,Standard,11/20/2014
CA-2011-167360,SC,11/24/2011
CA-2012-123505,Standard,11/22/2012
CA-2013-117282,Standard,7/15/2013
US-2013-120460,Standard,1/5/2013
CA-2013-111115,SC,7/26/2013
CA-2011-124646,FC,6/22/2011
CA-2011-124646,FC,6/22/2011
CA-2014-148166,Standard,10/22/2014
CA-2013-159737,Standard,4/9/2013
CA-2013-141019,1 Day,5/15/2013
CA-2013-101938,Standard,7/1/2013
CA-2014-166296,Standard,3/14/2014
CA-2013-154018,Standard,10/14/2013
CA-2013-154018,Standard,10/14/2013
CA-2013-154018,Standard,10/14/2013
CA-2013-154018,Standard,10/14/2013
CA-2013-154018,Standard,10/14/2013
CA-2014-117870,SC,1/28/2014
CA-2014-117870,SC,1/28/2014
CA-2014-117870,SC,1/28/2014
US-2014-137491,Standard,11/20/2014
CA-2011-152296,FC,1/8/2011
CA-2013-112025,Standard,5/8/2013
CA-2012-132507,SC,3/8/2012
CA-2013-125738,Standard,10/16/2013
CA-2013-125738,Standard,10/16/2013
CA-2013-125738,Standard,10/16/2013
CA-2013-125738,Standard,10/16/2013
CA-2013-128818,Standard,8/5/2013
CA-2013-128818,Standard,8/5/2013
CA-2013-128818,Standard,8/5/2013
CA-2013-128818,Standard,8/5/2013
CA-2013-128818,Standard,8/5/2013
CA-2013-128818,Standard,8/5/2013
CA-2014-124576,SC,2/8/2014
CA-2013-101378,1 Day,7/15/2013
CA-2014-143063,Standard,8/16/2014
CA-2014-143063,Standard,8/16/2014
CA-2014-143063,Standard,8/16/2014
CA-2013-118913,Standard,6/26/2013
CA-2013-128412,Standard,11/12/2013
CA-2013-128412,Standard,11/12/2013
CA-2013-128412,Standard,11/12/2013
CA-2013-128412,Standard,11/12/2013
CA-2013-128412,Standard,11/12/2013
CA-2013-136483,Standard,2/12/2013
CA-2011-163013,Standard,4/12/2011
CA-2012-135363,Standard,2/4/2012
CA-2012-135363,Standard,2/4/2012
US-2011-165659,Standard,1/6/2011
US-2011-165659,Standard,1/6/2011
CA-2012-138002,Standard,6/9/2012
CA-2012-138002,Standard,6/9/2012
CA-2012-128860,Standard,5/7/2012
CA-2013-164350,SC,9/13/2013
US-2011-103905,Standard,7/14/2011
US-2011-103905,Standard,7/14/2011
CA-2012-129854,Standard,8/22/2012
CA-2011-125556,SC,11/14/2011
CA-2011-125556,SC,11/14/2011
CA-2013-162313,FC,1/12/2013
CA-2014-107874,Standard,11/22/2014
CA-2014-129378,FC,2/10/2014
CA-2014-129378,FC,2/10/2014
CA-2014-129378,FC,2/10/2014
CA-2014-129378,FC,2/10/2014
CA-2011-151953,Standard,9/20/2011
CA-2014-130841,Standard,2/8/2014
CA-2014-130841,Standard,2/8/2014
CA-2014-130841,Standard,2/8/2014
CA-2012-131884,1 Day,6/12/2012
CA-2012-131884,1 Day,6/12/2012
CA-2012-131884,1 Day,6/12/2012
CA-2014-121909,Standard,1/8/2014
CA-2013-106383,SC,3/20/2013
CA-2014-130771,Standard,4/8/2014
CA-2014-130771,Standard,4/8/2014
CA-2013-139157,Standard,2/10/2013
