ord_id,cust_id,ord_date,ord_shipdate
CA-2014-133648,ML-17755,3/7/2014,6/26/2014
CA-2014-133648,ML-17755,3/7/2014,6/26/2014
US-2014-147221,JS-16030,3/12/2014,5/12/2014
US-2014-147221,JS-16030,3/12/2014,5/12/2014
CA-2011-131905,ND-18460,7/2/2011,10/2/2011
CA-2011-131905,ND-18460,7/2/2011,10/2/2011
CA-2011-131905,ND-18460,7/2/2011,10/2/2011
CA-2014-166128,LW-17215,4/19/2014,12/4/2014
CA-2014-166128,LW-17215,4/19/2014,12/4/2014
CA-2014-163510,JW-15955,12/26/2014,12/29/2014
CA-2014-163510,JW-15955,12/26/2014,12/29/2014
US-2014-143028,SC-20050,4/19/2014,12/4/2014
CA-2011-111150,RW-19630,12/31/2011,4/1/2012
CA-2011-111150,RW-19630,12/31/2011,4/1/2012
CA-2014-165386,CM-12190,4/8/2014,5/8/2014
CA-2011-116407,JF-15190,11/15/2011,11/21/2011
CA-2011-116407,JF-15190,11/15/2011,11/21/2011
CA-2011-116407,JF-15190,11/15/2011,11/21/2011
CA-2012-155761,SC-20800,11/12/2012,11/12/2012
CA-2012-155761,SC-20800,11/12/2012,11/12/2012
CA-2013-145905,AM-10705,9/19/2013,9/24/2013
CA-2013-145905,AM-10705,9/19/2013,9/24/2013
CA-2013-145905,AM-10705,9/19/2013,9/24/2013
CA-2012-113110,BK-11260,3/19/2012,3/23/2012
CA-2012-113110,BK-11260,3/19/2012,3/23/2012
CA-2012-113110,BK-11260,3/19/2012,3/23/2012
CA-2012-113110,BK-11260,3/19/2012,3/23/2012
CA-2013-168354,RH-19510,9/20/2013,9/22/2013
CA-2013-168354,RH-19510,9/20/2013,9/22/2013
CA-2013-168354,RH-19510,9/20/2013,9/22/2013
CA-2013-168354,RH-19510,9/20/2013,9/22/2013
US-2014-111241,GM-14500,8/21/2014,8/23/2014
CA-2012-114237,MC-17275,3/13/2012,3/15/2012
CA-2013-113516,VM-21685,9/9/2013,11/9/2013
CA-2013-113516,VM-21685,9/9/2013,11/9/2013
CA-2012-117961,GP-14740,11/26/2012,11/30/2012
CA-2012-117961,GP-14740,11/26/2012,11/30/2012
CA-2012-117961,GP-14740,11/26/2012,11/30/2012
CA-2012-117961,GP-14740,11/26/2012,11/30/2012
CA-2013-128923,GB-14530,10/12/2013,12/14/2013
CA-2013-128923,GB-14530,10/12/2013,12/14/2013
CA-2014-162481,CT-11995,9/26/2014,9/30/2014
CA-2014-162481,CT-11995,9/26/2014,9/30/2014
CA-2012-119214,CW-11905,1/23/2012,1/27/2012
CA-2012-119214,CW-11905,1/23/2012,1/27/2012
CA-2012-122287,SN-20560,6/18/2012,6/23/2012
CA-2012-122287,SN-20560,6/18/2012,6/23/2012
CA-2012-122287,SN-20560,6/18/2012,6/23/2012
CA-2012-122287,SN-20560,6/18/2012,6/23/2012
CA-2012-104493,EB-13705,2/10/2012,8/10/2012
US-2014-158946,JW-15220,11/19/2014,11/24/2014
CA-2011-129168,KB-16585,8/17/2011,8/23/2011
CA-2013-131835,MC-17590,7/18/2013,7/22/2013
CA-2013-131835,MC-17590,7/18/2013,7/22/2013
CA-2013-131835,MC-17590,7/18/2013,7/22/2013
CA-2012-142237,CK-12595,7/13/2012,11/7/2012
CA-2012-142237,CK-12595,7/13/2012,11/7/2012
CA-2012-142237,CK-12595,7/13/2012,11/7/2012
CA-2012-142237,CK-12595,7/13/2012,11/7/2012
CA-2012-142237,CK-12595,7/13/2012,11/7/2012
CA-2012-142237,CK-12595,7/13/2012,11/7/2012
CA-2013-136434,RD-19480,2/12/2013,8/12/2013
CA-2014-120376,TP-21130,12/23/2014,12/26/2014
CA-2014-120376,TP-21130,12/23/2014,12/26/2014
CA-2014-120376,TP-21130,12/23/2014,12/26/2014
CA-2014-120376,TP-21130,12/23/2014,12/26/2014
CA-2011-106439,GG-14650,4/11/2011,10/31/2011
CA-2011-106439,GG-14650,4/11/2011,10/31/2011
CA-2011-106439,GG-14650,4/11/2011,10/31/2011
CA-2011-106439,GG-14650,4/11/2011,10/31/2011
CA-2011-106439,GG-14650,4/11/2011,10/31/2011
CA-2011-106439,GG-14650,4/11/2011,10/31/2011
CA-2011-106439,GG-14650,4/11/2011,10/31/2011
CA-2011-106439,GG-14650,4/11/2011,10/31/2011
CA-2011-106439,GG-14650,4/11/2011,10/31/2011
CA-2012-133452,ZC-21910,4/13/2012,4/19/2012
CA-2012-133452,ZC-21910,4/13/2012,4/19/2012
CA-2013-146521,CC-12610,7/22/2013,7/24/2013
US-2014-110996,KA-16525,11/21/2014,11/26/2014
CA-2013-129693,TC-20980,3/12/2013,11/27/2013
CA-2014-122504,DB-13270,8/11/2014,11/13/2014
CA-2014-122504,DB-13270,8/11/2014,11/13/2014
CA-2011-131051,TR-21325,1/12/2011,5/12/2011
CA-2014-140676,BF-11080,9/13/2014,9/16/2014
CA-2014-140676,BF-11080,9/13/2014,9/16/2014
CA-2014-140676,BF-11080,9/13/2014,9/16/2014
CA-2012-120103,MS-17365,12/24/2012,12/29/2012
CA-2012-120103,MS-17365,12/24/2012,12/29/2012
CA-2012-120103,MS-17365,12/24/2012,12/29/2012
CA-2014-104647,CK-12595,2/3/2014,2/24/2014
CA-2011-110352,ED-13885,11/23/2011,11/29/2011
CA-2013-140501,IM-15070,6/24/2013,6/29/2013
CA-2013-140501,IM-15070,6/24/2013,6/29/2013
CA-2013-140501,IM-15070,6/24/2013,6/29/2013
CA-2013-140501,IM-15070,6/24/2013,6/29/2013
CA-2013-140501,IM-15070,6/24/2013,6/29/2013
CA-2012-139290,MY-17380,10/26/2012,10/30/2012
CA-2014-166142,MM-17260,7/16/2014,7/20/2014
CA-2014-166142,MM-17260,7/16/2014,7/20/2014
CA-2011-145926,MP-17470,11/17/2011,11/21/2011
CA-2012-149678,AW-10840,4/13/2012,4/15/2012
US-2012-164357,SF-20065,11/25/2012,11/29/2012
US-2013-146570,SN-20710,5/16/2013,5/21/2013
US-2013-146570,SN-20710,5/16/2013,5/21/2013
US-2013-146570,SN-20710,5/16/2013,5/21/2013
CA-2014-124401,RD-19900,8/9/2014,9/13/2014
CA-2014-124401,RD-19900,8/9/2014,9/13/2014
US-2011-140116,KT-16480,3/17/2011,10/3/2011
US-2011-140116,KT-16480,3/17/2011,10/3/2011
CA-2011-123295,AH-10120,7/18/2011,7/18/2011
CA-2014-167101,BM-11650,3/25/2014,3/29/2014
CA-2014-167101,BM-11650,3/25/2014,3/29/2014
US-2011-167633,BW-11200,5/10/2011,9/30/2011
US-2011-152723,HG-14965,9/26/2011,9/26/2011
CA-2012-164882,SG-20080,10/31/2012,10/31/2012
CA-2012-164882,SG-20080,10/31/2012,10/31/2012
CA-2012-164882,SG-20080,10/31/2012,10/31/2012
CA-2012-164882,SG-20080,10/31/2012,10/31/2012
CA-2012-164882,SG-20080,10/31/2012,10/31/2012
CA-2012-164882,SG-20080,10/31/2012,10/31/2012
CA-2012-164882,SG-20080,10/31/2012,10/31/2012
CA-2012-164882,SG-20080,10/31/2012,10/31/2012
CA-2012-164882,SG-20080,10/31/2012,10/31/2012
CA-2012-159786,RK-19300,10/17/2012,12/10/2012
CA-2013-130267,SW-20245,9/20/2013,9/24/2013
CA-2014-155460,RW-19630,4/14/2014,4/16/2014
CA-2014-155460,RW-19630,4/14/2014,4/16/2014
US-2014-168690,TS-21085,1/14/2014,8/1/2014
CA-2014-158246,JB-15400,10/11/2014,12/11/2014
CA-2014-167381,EH-14005,9/23/2014,9/25/2014
CA-2014-167381,EH-14005,9/23/2014,9/25/2014
CA-2014-144862,EH-14005,2/12/2014,6/12/2014
CA-2014-144862,EH-14005,2/12/2014,6/12/2014
CA-2011-126032,BS-11665,6/23/2011,6/28/2011
CA-2012-134859,JK-16120,4/10/2012,9/10/2012
CA-2012-134859,JK-16120,4/10/2012,9/10/2012
US-2011-114188,RF-19345,5/20/2011,5/22/2011
US-2011-114188,RF-19345,5/20/2011,5/22/2011
US-2011-114188,RF-19345,5/20/2011,5/22/2011
CA-2012-156524,DL-12865,11/20/2012,11/26/2012
CA-2012-122210,WB-21850,4/12/2012,11/30/2012
CA-2012-122210,WB-21850,4/12/2012,11/30/2012
CA-2012-122210,WB-21850,4/12/2012,11/30/2012
CA-2012-156377,TB-21625,12/31/2012,5/1/2013
CA-2012-156377,TB-21625,12/31/2012,5/1/2013
US-2014-157896,CB-12415,11/17/2014,11/17/2014
CA-2011-159520,GT-14635,6/6/2011,11/6/2011
CA-2011-159520,GT-14635,6/6/2011,11/6/2011
CA-2011-159520,GT-14635,6/6/2011,11/6/2011
CA-2013-155481,DK-13225,2/9/2013,6/9/2013
CA-2013-155481,DK-13225,2/9/2013,6/9/2013
CA-2013-155481,DK-13225,2/9/2013,6/9/2013
US-2013-152051,TS-21160,6/26/2013,6/30/2013
US-2013-152051,TS-21160,6/26/2013,6/30/2013
US-2013-152051,TS-21160,6/26/2013,6/30/2013
CA-2011-141607,WB-21850,12/12/2011,12/17/2011
CA-2014-102771,DO-13435,1/4/2014,6/4/2014
US-2014-139969,AF-10870,11/20/2014,11/27/2014
CA-2011-167360,RB-19435,11/24/2011,11/29/2011
CA-2012-123505,AR-10540,11/22/2012,11/26/2012
CA-2013-117282,DR-12880,7/15/2013,7/19/2013
US-2013-120460,BF-11170,1/5/2013,6/5/2013
CA-2013-111115,LB-16735,7/26/2013,7/28/2013
CA-2011-124646,DV-13465,6/22/2011,6/24/2011
CA-2011-124646,DV-13465,6/22/2011,6/24/2011
CA-2014-148166,NK-18490,10/22/2014,10/27/2014
CA-2013-159737,CS-11950,4/9/2013,10/9/2013
CA-2013-141019,LH-17155,5/15/2013,5/15/2013
CA-2013-101938,DW-13480,7/1/2013,12/1/2013
CA-2014-166296,KF-16285,3/14/2014,3/20/2014
CA-2013-154018,HA-14920,10/14/2013,10/20/2013
CA-2013-154018,HA-14920,10/14/2013,10/20/2013
CA-2013-154018,HA-14920,10/14/2013,10/20/2013
CA-2013-154018,HA-14920,10/14/2013,10/20/2013
CA-2013-154018,HA-14920,10/14/2013,10/20/2013
CA-2014-117870,JH-15820,1/28/2014,1/31/2014
CA-2014-117870,JH-15820,1/28/2014,1/31/2014
CA-2014-117870,JH-15820,1/28/2014,1/31/2014
US-2014-137491,LC-16930,11/20/2014,11/26/2014
CA-2011-152296,IL-15100,1/8/2011,3/8/2011
CA-2013-112025,LS-16975,5/8/2013,7/31/2013
CA-2012-132507,CC-12610,3/8/2012,7/30/2012
CA-2013-125738,PB-18805,10/16/2013,10/22/2013
CA-2013-125738,PB-18805,10/16/2013,10/22/2013
CA-2013-125738,PB-18805,10/16/2013,10/22/2013
CA-2013-125738,PB-18805,10/16/2013,10/22/2013
CA-2013-128818,CJ-12010,8/5/2013,12/5/2013
CA-2013-128818,CJ-12010,8/5/2013,12/5/2013
CA-2013-128818,CJ-12010,8/5/2013,12/5/2013
CA-2013-128818,CJ-12010,8/5/2013,12/5/2013
CA-2013-128818,CJ-12010,8/5/2013,12/5/2013
CA-2013-128818,CJ-12010,8/5/2013,12/5/2013
CA-2014-124576,HK-14890,2/8/2014,5/8/2014
CA-2013-101378,RH-19600,7/15/2013,7/15/2013
CA-2014-143063,IL-15100,8/16/2014,11/8/2014
CA-2014-143063,IL-15100,8/16/2014,11/8/2014
CA-2014-143063,IL-15100,8/16/2014,11/8/2014
CA-2013-118913,AS-10240,6/26/2013,6/30/2013
CA-2013-128412,AP-10915,11/12/2013,12/18/2013
CA-2013-128412,AP-10915,11/12/2013,12/18/2013
CA-2013-128412,AP-10915,11/12/2013,12/18/2013
CA-2013-128412,AP-10915,11/12/2013,12/18/2013
CA-2013-128412,AP-10915,11/12/2013,12/18/2013
CA-2013-136483,AG-10390,2/12/2013,7/12/2013
CA-2011-163013,BF-11080,4/12/2011,11/28/2011
CA-2012-135363,CK-12205,2/4/2012,3/28/2012
CA-2012-135363,CK-12205,2/4/2012,3/28/2012
US-2011-165659,LT-17110,1/6/2011,6/6/2011
US-2011-165659,LT-17110,1/6/2011,6/6/2011
CA-2012-138002,BT-11305,6/9/2012,12/9/2012
CA-2012-138002,BT-11305,6/9/2012,12/9/2012
CA-2012-128860,SC-20725,5/7/2012,6/29/2012
CA-2013-164350,CG-12040,9/13/2013,11/9/2013
US-2011-103905,AW-10930,7/14/2011,7/20/2011
US-2011-103905,AW-10930,7/14/2011,7/20/2011
CA-2012-129854,RB-19705,8/22/2012,8/26/2012
CA-2011-125556,ML-17410,11/14/2011,11/16/2011
CA-2011-125556,ML-17410,11/14/2011,11/16/2011
CA-2013-162313,VB-21745,1/12/2013,11/28/2013
CA-2014-107874,SW-20275,11/22/2014,11/26/2014
CA-2014-129378,NS-18505,2/10/2014,3/10/2014
CA-2014-129378,NS-18505,2/10/2014,3/10/2014
CA-2014-129378,NS-18505,2/10/2014,3/10/2014
CA-2014-129378,NS-18505,2/10/2014,3/10/2014
CA-2011-151953,DB-13555,9/20/2011,9/25/2011
CA-2014-130841,MH-17620,2/8/2014,7/29/2014
CA-2014-130841,MH-17620,2/8/2014,7/29/2014
CA-2014-130841,MH-17620,2/8/2014,7/29/2014
CA-2012-131884,DK-13375,6/12/2012,6/12/2012
CA-2012-131884,DK-13375,6/12/2012,6/12/2012
CA-2012-131884,DK-13375,6/12/2012,6/12/2012
CA-2014-121909,EA-14035,1/8/2014,6/8/2014
CA-2013-106383,BT-11440,3/20/2013,3/22/2013
CA-2014-130771,LA-16780,4/8/2014,7/30/2014
CA-2014-130771,LA-16780,4/8/2014,7/30/2014
CA-2013-139157,GM-14680,2/10/2013,6/10/2013
CA-2011-128055,AA-10315,3/31/2011,5/4/2011
CA-2011-128055,AA-10315,3/31/2011,5/4/2011
CA-2014-157091,DB-13405,2/7/2014,6/27/2014
CA-2014-132122,JH-15820,7/15/2014,10/7/2014
CA-2012-123232,DJ-13630,12/14/2012,12/16/2012
CA-2014-104066,QJ-19255,6/12/2014,11/12/2014
CA-2012-145849,CT-11995,9/15/2012,9/17/2012
CA-2012-145849,CT-11995,9/15/2012,9/17/2012
CA-2013-122322,RH-19510,7/16/2013,7/22/2013
CA-2014-166849,SJ-20125,4/21/2014,4/27/2014
CA-2013-146633,TG-21310,11/16/2013,11/18/2013
CA-2013-146633,TG-21310,11/16/2013,11/18/2013
US-2013-126893,CT-11995,2/12/2013,11/27/2013
CA-2014-103380,BF-11005,11/22/2014,11/26/2014
CA-2014-103380,BF-11005,11/22/2014,11/26/2014
CA-2014-103380,BF-11005,11/22/2014,11/26/2014
CA-2014-103380,BF-11005,11/22/2014,11/26/2014
CA-2014-103380,BF-11005,11/22/2014,11/26/2014
CA-2012-116092,JM-16195,2/15/2012,2/18/2012
CA-2012-116092,JM-16195,2/15/2012,2/18/2012
CA-2012-116092,JM-16195,2/15/2012,2/18/2012
CA-2012-116092,JM-16195,2/15/2012,2/18/2012
CA-2012-116092,JM-16195,2/15/2012,2/18/2012
CA-2013-117849,JK-16120,4/16/2013,4/18/2013
CA-2012-169201,HG-14965,1/10/2012,9/28/2012
CA-2012-169201,HG-14965,1/10/2012,9/28/2012
CA-2013-164091,LA-16780,9/18/2013,9/23/2013
CA-2013-164091,LA-16780,9/18/2013,9/23/2013
CA-2014-105214,TS-21610,6/17/2014,6/20/2014
CA-2014-105214,TS-21610,6/17/2014,6/20/2014
CA-2012-117611,MZ-17335,8/11/2012,10/11/2012
CA-2012-117611,MZ-17335,8/11/2012,10/11/2012
US-2012-137960,MW-18220,12/18/2012,12/18/2012
CA-2014-122994,MV-17485,7/2/2014,10/2/2014
CA-2013-131065,AA-10375,11/15/2013,11/17/2013
CA-2013-131065,AA-10375,11/15/2013,11/17/2013
CA-2013-131065,AA-10375,11/15/2013,11/17/2013
CA-2014-149146,SM-20320,10/13/2014,10/13/2014
CA-2014-137470,TP-21415,9/18/2014,9/18/2014
CA-2014-105480,DK-13225,12/21/2014,12/27/2014
CA-2014-105480,DK-13225,12/21/2014,12/27/2014
CA-2014-164917,MK-17905,3/12/2014,8/12/2014
CA-2012-102036,CS-12130,9/21/2012,9/27/2012
CA-2012-142944,JL-15850,6/3/2012,11/3/2012
CA-2012-142944,JL-15850,6/3/2012,11/3/2012
CA-2011-157882,AR-10405,3/10/2011,8/10/2011
CA-2011-157882,AR-10405,3/10/2011,8/10/2011
CA-2011-104283,LM-17065,1/7/2011,6/27/2011
CA-2011-104283,LM-17065,1/7/2011,6/27/2011
CA-2011-104283,LM-17065,1/7/2011,6/27/2011
CA-2014-142622,JK-15625,3/11/2014,10/31/2014
CA-2014-142622,JK-15625,3/11/2014,10/31/2014
CA-2014-142622,JK-15625,3/11/2014,10/31/2014
CA-2013-132143,FM-14215,4/9/2013,6/9/2013
CA-2012-153108,SF-20200,5/3/2012,9/3/2012
CA-2012-153108,SF-20200,5/3/2012,9/3/2012
CA-2013-112676,PJ-18835,6/5/2013,9/5/2013
CA-2014-165687,CS-12355,11/18/2014,11/24/2014
US-2014-112928,BB-10990,2/6/2014,6/6/2014
CA-2014-143343,BW-11200,6/14/2014,11/6/2014
CA-2014-115154,RS-19420,9/1/2014,12/1/2014
CA-2012-149342,TS-21160,4/20/2012,4/25/2012
CA-2012-149342,TS-21160,4/20/2012,4/25/2012
CA-2012-149342,TS-21160,4/20/2012,4/25/2012
CA-2012-130995,QJ-19255,1/11/2012,6/11/2012
CA-2014-127929,FM-14215,12/24/2014,12/28/2014
CA-2012-113145,VD-21670,1/11/2012,5/11/2012
CA-2012-113145,VD-21670,1/11/2012,5/11/2012
CA-2012-113145,VD-21670,1/11/2012,5/11/2012
CA-2012-113145,VD-21670,1/11/2012,5/11/2012
CA-2012-113145,VD-21670,1/11/2012,5/11/2012
CA-2011-162362,JL-15505,11/14/2011,11/18/2011
CA-2011-162362,JL-15505,11/14/2011,11/18/2011
CA-2013-106558,DL-13495,1/17/2013,1/21/2013
CA-2014-157931,MO-17800,9/18/2014,9/23/2014
CA-2014-157931,MO-17800,9/18/2014,9/23/2014
CA-2013-115574,BP-11185,12/24/2013,12/25/2013
CA-2012-160794,MS-17980,6/8/2012,8/8/2012
CA-2014-116225,SV-20935,6/11/2014,10/11/2014
US-2014-120418,BC-11125,6/13/2014,12/6/2014
US-2014-120418,BC-11125,6/13/2014,12/6/2014
US-2014-120418,BC-11125,6/13/2014,12/6/2014
US-2014-120418,BC-11125,6/13/2014,12/6/2014
US-2014-120418,BC-11125,6/13/2014,12/6/2014
CA-2014-122035,EM-13825,7/21/2014,7/26/2014
CA-2014-122035,EM-13825,7/21/2014,7/26/2014
CA-2014-122035,EM-13825,7/21/2014,7/26/2014
CA-2014-122035,EM-13825,7/21/2014,7/26/2014
CA-2014-122035,EM-13825,7/21/2014,7/26/2014
CA-2014-122035,EM-13825,7/21/2014,7/26/2014
CA-2012-117828,BD-11500,12/23/2012,12/26/2012
CA-2014-165491,HW-14935,3/21/2014,3/25/2014
CA-2012-109470,KC-16255,12/31/2012,3/1/2013
CA-2012-109470,KC-16255,12/31/2012,3/1/2013
CA-2012-109470,KC-16255,12/31/2012,3/1/2013
CA-2012-109470,KC-16255,12/31/2012,3/1/2013
CA-2012-105102,BM-11575,9/15/2012,9/19/2012
CA-2012-105102,BM-11575,9/15/2012,9/19/2012
CA-2012-105102,BM-11575,9/15/2012,9/19/2012
CA-2014-138422,KN-16705,9/24/2014,9/27/2014
US-2012-147739,JD-16150,12/25/2012,12/29/2012
CA-2013-155187,LA-16780,9/25/2013,9/27/2013
CA-2013-155187,LA-16780,9/25/2013,9/27/2013
CA-2014-169285,RW-19690,3/22/2014,3/26/2014
CA-2014-169285,RW-19690,3/22/2014,3/26/2014
CA-2011-140886,KW-16570,4/10/2011,9/30/2011
CA-2014-152695,CC-12220,11/12/2014,11/12/2014
CA-2014-152695,CC-12220,11/12/2014,11/12/2014
CA-2011-110639,RH-19495,8/23/2011,8/23/2011
CA-2011-110639,RH-19495,8/23/2011,8/23/2011
CA-2011-121727,JK-15625,8/19/2011,8/24/2011
CA-2013-137736,DC-13285,11/11/2013,11/16/2013
US-2011-143231,GM-14455,12/31/2011,3/1/2012
US-2011-143231,GM-14455,12/31/2011,3/1/2012
US-2011-155894,CL-11890,7/26/2011,7/30/2011
CA-2013-119025,PV-18985,2/22/2013,2/28/2013
CA-2013-159373,LT-17110,3/14/2013,3/19/2013
CA-2013-159373,LT-17110,3/14/2013,3/19/2013
CA-2013-159373,LT-17110,3/14/2013,3/19/2013
CA-2014-109701,AM-10360,3/12/2014,4/12/2014
CA-2014-109701,AM-10360,3/12/2014,4/12/2014
CA-2014-109701,AM-10360,3/12/2014,4/12/2014
CA-2014-109701,AM-10360,3/12/2014,4/12/2014
CA-2014-109701,AM-10360,3/12/2014,4/12/2014
CA-2012-111514,SC-20260,2/9/2012,8/31/2012
CA-2012-111514,SC-20260,2/9/2012,8/31/2012
CA-2012-111514,SC-20260,2/9/2012,8/31/2012
CA-2012-111514,SC-20260,2/9/2012,8/31/2012
US-2011-148838,CP-12340,3/17/2011,3/21/2011
US-2011-148838,CP-12340,3/17/2011,3/21/2011
US-2011-148838,CP-12340,3/17/2011,3/21/2011
US-2011-148838,CP-12340,3/17/2011,3/21/2011
US-2011-148838,CP-12340,3/17/2011,3/21/2011
CA-2014-136497,RF-19840,4/17/2014,4/21/2014
US-2013-108637,AB-10060,3/14/2013,3/19/2013
US-2013-108637,AB-10060,3/14/2013,3/19/2013
US-2013-108637,AB-10060,3/14/2013,3/19/2013
CA-2011-102295,EH-13990,11/24/2011,11/26/2011
CA-2014-123659,MN-17935,2/14/2014,11/2/2014
US-2013-129469,KL-16555,9/24/2013,9/28/2013
US-2013-129469,KL-16555,9/24/2013,9/28/2013
CA-2014-155152,MP-17965,8/7/2014,10/7/2014
CA-2013-159940,BF-11020,8/7/2013,12/7/2013
CA-2013-159940,BF-11020,8/7/2013,12/7/2013
CA-2013-159940,BF-11020,8/7/2013,12/7/2013
CA-2013-159940,BF-11020,8/7/2013,12/7/2013
CA-2014-119669,TP-21130,1/25/2014,1/31/2014
US-2011-164616,MS-17770,8/19/2011,8/21/2011
US-2011-164616,MS-17770,8/19/2011,8/21/2011
CA-2012-148628,KM-16375,6/12/2012,11/12/2012
CA-2013-118052,BE-11455,7/5/2013,11/5/2013
CA-2013-118052,BE-11455,7/5/2013,11/5/2013
CA-2013-118052,BE-11455,7/5/2013,11/5/2013
US-2014-117534,CV-12295,3/26/2014,3/27/2014
US-2014-117534,CV-12295,3/26/2014,3/27/2014
US-2014-117534,CV-12295,3/26/2014,3/27/2014
US-2014-117534,CV-12295,3/26/2014,3/27/2014
US-2014-117534,CV-12295,3/26/2014,3/27/2014
CA-2012-145065,DK-13375,12/12/2012,12/15/2012
CA-2012-145065,DK-13375,12/12/2012,12/15/2012
US-2012-127040,SG-20605,6/12/2012,10/12/2012
US-2012-127040,SG-20605,6/12/2012,10/12/2012
US-2012-127040,SG-20605,6/12/2012,10/12/2012
US-2012-127040,SG-20605,6/12/2012,10/12/2012
CA-2013-128111,CS-12355,3/18/2013,3/24/2013
CA-2012-137897,PJ-18835,11/14/2012,11/19/2012
CA-2012-137897,PJ-18835,11/14/2012,11/19/2012
CA-2012-137897,PJ-18835,11/14/2012,11/19/2012
CA-2014-169264,NP-18700,8/15/2014,8/17/2014
CA-2014-169264,NP-18700,8/15/2014,8/17/2014
CA-2014-147361,SB-20290,9/16/2014,10/9/2014
CA-2014-147361,SB-20290,9/16/2014,10/9/2014
CA-2014-145877,AS-10090,2/4/2014,5/4/2014
CA-2014-145877,AS-10090,2/4/2014,5/4/2014
US-2013-110170,HM-14860,4/10/2013,9/28/2013
CA-2014-108574,MG-18145,8/10/2014,12/10/2014
CA-2014-108574,MG-18145,8/10/2014,12/10/2014
CA-2014-108574,MG-18145,8/10/2014,12/10/2014
CA-2014-144589,TM-21010,1/21/2014,1/26/2014
CA-2014-144589,TM-21010,1/21/2014,1/26/2014
CA-2014-155985,BE-11335,3/24/2014,3/26/2014
CA-2011-162684,AS-10630,1/8/2011,6/8/2011
CA-2012-142041,EM-13810,7/6/2012,9/6/2012
CA-2011-151295,JA-15970,11/16/2011,12/11/2011
CA-2011-151295,JA-15970,11/16/2011,12/11/2011
CA-2013-156300,TB-21595,12/30/2013,3/1/2014
CA-2012-146087,PP-18955,6/7/2012,11/7/2012
CA-2014-168655,ML-18040,10/13/2014,10/19/2014
CA-2014-168655,ML-18040,10/13/2014,10/19/2014
CA-2013-107202,LC-16930,5/22/2013,5/29/2013
CA-2014-159597,MC-17590,10/11/2014,11/15/2014
CA-2014-159597,MC-17590,10/11/2014,11/15/2014
CA-2013-155551,CR-12580,4/19/2013,4/24/2013
CA-2013-155551,CR-12580,4/19/2013,4/24/2013
US-2014-147669,SV-20935,12/26/2014,12/31/2014
US-2014-147669,SV-20935,12/26/2014,12/31/2014
US-2014-147669,SV-20935,12/26/2014,12/31/2014
US-2014-147669,SV-20935,12/26/2014,12/31/2014
CA-2013-169922,MZ-17515,6/18/2013,12/6/2013
CA-2013-169922,MZ-17515,6/18/2013,12/6/2013
CA-2013-169922,MZ-17515,6/18/2013,12/6/2013
CA-2014-100748,RB-19795,5/14/2014,5/21/2014
CA-2014-129805,HM-14860,12/29/2014,3/1/2015
CA-2011-148586,AZ-10750,1/4/2011,3/25/2011
US-2014-112613,JH-15910,2/6/2014,5/29/2014
CA-2012-154746,PJ-18835,11/14/2012,11/17/2012
CA-2012-154746,PJ-18835,11/14/2012,11/17/2012
CA-2014-140053,CA-12265,4/7/2014,11/7/2014
CA-2011-164210,PW-19240,11/18/2011,11/20/2011
CA-2011-164210,PW-19240,11/18/2011,11/20/2011
CA-2014-139948,SW-20455,7/18/2014,7/23/2014
CA-2013-146934,AF-10870,5/23/2013,5/28/2013
CA-2013-146934,AF-10870,5/23/2013,5/28/2013
CA-2013-146934,AF-10870,5/23/2013,5/28/2013
CA-2013-146934,AF-10870,5/23/2013,5/28/2013
CA-2013-146934,AF-10870,5/23/2013,5/28/2013
CA-2013-146934,AF-10870,5/23/2013,5/28/2013
CA-2012-100573,AM-10705,1/10/2012,9/25/2012
CA-2013-119165,BD-11320,1/11/2013,7/11/2013
CA-2012-128027,CM-12385,9/14/2012,9/17/2012
CA-2013-140207,CS-12400,6/11/2013,11/11/2013
CA-2014-140949,DB-13405,3/18/2014,3/23/2014
CA-2014-140949,DB-13405,3/18/2014,3/23/2014
CA-2014-140949,DB-13405,3/18/2014,3/23/2014
CA-2014-140949,DB-13405,3/18/2014,3/23/2014
CA-2014-140949,DB-13405,3/18/2014,3/23/2014
CA-2014-140949,DB-13405,3/18/2014,3/23/2014
CA-2014-140949,DB-13405,3/18/2014,3/23/2014
CA-2014-140949,DB-13405,3/18/2014,3/23/2014
CA-2014-140949,DB-13405,3/18/2014,3/23/2014
CA-2014-138548,JG-15160,8/16/2014,8/22/2014
CA-2012-142419,SC-20380,7/13/2012,11/7/2012
CA-2012-142419,SC-20380,7/13/2012,11/7/2012
CA-2014-148691,CS-12460,4/12/2014,10/12/2014
CA-2014-148691,CS-12460,4/12/2014,10/12/2014
CA-2014-148691,CS-12460,4/12/2014,10/12/2014
CA-2014-148691,CS-12460,4/12/2014,10/12/2014
CA-2014-128755,MK-18160,5/5/2014,9/5/2014
CA-2014-128755,MK-18160,5/5/2014,9/5/2014
CA-2014-128755,MK-18160,5/5/2014,9/5/2014
CA-2014-128755,MK-18160,5/5/2014,9/5/2014
US-2013-135923,CM-11935,1/22/2013,1/28/2013
US-2013-135923,CM-11935,1/22/2013,1/28/2013
US-2013-135923,CM-11935,1/22/2013,1/28/2013
CA-2013-114972,PF-19225,4/11/2013,7/11/2013
CA-2013-114972,PF-19225,4/11/2013,7/11/2013
CA-2013-114972,PF-19225,4/11/2013,7/11/2013
